Complaint_ID,Date,State,Hospital_Type,Department,Complaint_Category,Severity,Resolved
CMP101249,2024-11-08,Bihar,CHC,Maternity,Test delays,Low,No
CMP101250,2024-07-14,Karnataka,Medical College Hospital,Diagnostics,Long wait time,Medium,Yes
CMP101251,2024-11-13,Tamil Nadu,CHC,Diagnostics,Unavailability of medicine,Low,Yes
CMP101252,2024-12-15,Maharashtra,CHC,Diagnostics,Billing issues,Medium,Yes
CMP101253,2024-05-03,Uttar Pradesh,CHC,Diagnostics,Unclean wards,High,No
CMP101254,2024-09-11,Karnataka,CHC,Surgery,Unclean wards,Low,No
CMP101255,2024-10-25,West Bengal,PHC,Outpatient,Test delays,High,Yes
CMP101256,2024-03-14,West Bengal,CHC,Maternity,Rude staff,Medium,No
CMP101257,2024-04-28,Karnataka,District Hospital,Outpatient,Unavailability of medicine,High,Yes
CMP101258,2024-08-24,Tamil Nadu,CHC,Diagnostics,Lack of communication,Medium,Yes
CMP101259,2024-11-22,West Bengal,District Hospital,Outpatient,Rude staff,Medium,Yes
CMP101260,2024-05-10,Tamil Nadu,Medical College Hospital,Outpatient,Unavailability of medicine,Medium,No
CMP101261,2024-08-23,Uttar Pradesh,District Hospital,Surgery,Unclean wards,High,No
CMP101262,2024-05-10,Uttar Pradesh,PHC,Diagnostics,Test delays,Low,Yes
CMP101263,2024-12-07,Karnataka,District Hospital,Pediatrics,Unavailability of medicine,High,No
CMP101264,2024-01-05,Karnataka,PHC,Pharmacy,Lack of communication,Low,Yes
CMP101265,2024-08-26,Tamil Nadu,District Hospital,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101266,2024-05-27,Uttar Pradesh,CHC,Diagnostics,Long wait time,High,No
CMP101267,2024-12-12,Uttar Pradesh,Medical College Hospital,Outpatient,Test delays,Medium,Yes
CMP101268,2024-10-06,Karnataka,PHC,Pharmacy,Billing issues,Medium,No
CMP101269,2024-03-21,West Bengal,PHC,Pediatrics,Long wait time,High,Yes
CMP101270,2024-02-07,Maharashtra,CHC,Maternity,Lack of communication,High,No
CMP101271,2024-08-14,Karnataka,CHC,Outpatient,Test delays,Medium,No
CMP101272,2024-06-25,Maharashtra,District Hospital,Outpatient,Test delays,Medium,Yes
CMP101273,2024-10-27,Uttar Pradesh,PHC,Emergency,Lack of communication,High,Yes
CMP101274,2024-06-02,Karnataka,District Hospital,Emergency,Long wait time,Low,No
CMP101275,2024-11-23,Rajasthan,CHC,Maternity,Test delays,Medium,No
CMP101276,2024-08-05,West Bengal,PHC,Emergency,Lack of communication,Low,Yes
CMP101277,2024-12-19,West Bengal,Medical College Hospital,Outpatient,Test delays,Low,Yes
CMP101278,2024-05-08,Tamil Nadu,Medical College Hospital,Maternity,Rude staff,High,Yes
CMP101279,2024-08-21,Rajasthan,PHC,Diagnostics,Unavailability of medicine,High,No
CMP101280,2024-06-03,Bihar,PHC,Maternity,Billing issues,Medium,Yes
CMP101281,2024-04-11,Uttar Pradesh,CHC,Diagnostics,Unclean wards,Medium,No
CMP101282,2024-07-15,Uttar Pradesh,PHC,Outpatient,Unavailability of medicine,Medium,No
CMP101283,2024-09-04,Karnataka,PHC,Emergency,Test delays,High,No
CMP101284,2024-02-24,Bihar,Medical College Hospital,Outpatient,Test delays,Low,No
CMP101285,2024-05-01,Bihar,CHC,Maternity,Unavailability of medicine,High,Yes
CMP101286,2024-07-14,Bihar,District Hospital,Pediatrics,Lack of communication,High,Yes
CMP101287,2024-10-19,Karnataka,PHC,Diagnostics,Test delays,Low,Yes
CMP101288,2024-07-02,Karnataka,CHC,Pediatrics,Long wait time,Medium,No
CMP101289,2024-10-21,Maharashtra,CHC,Diagnostics,Billing issues,High,No
CMP101290,2024-05-31,Rajasthan,Medical College Hospital,Pediatrics,Lack of communication,Low,Yes
CMP101291,2024-12-24,Maharashtra,PHC,Maternity,Rude staff,Low,No
CMP101292,2024-05-31,Maharashtra,PHC,Surgery,Lack of communication,Low,No
CMP101293,2024-01-12,Rajasthan,CHC,Diagnostics,Unclean wards,Medium,Yes
CMP101294,2024-12-03,Tamil Nadu,PHC,Surgery,Unclean wards,High,Yes
CMP101295,2024-07-21,Uttar Pradesh,Medical College Hospital,Outpatient,Long wait time,High,No
CMP101296,2024-05-20,Maharashtra,Medical College Hospital,Diagnostics,Unclean wards,Medium,Yes
CMP101297,2024-01-05,Tamil Nadu,Medical College Hospital,Surgery,Unavailability of medicine,High,No
CMP101298,2024-10-16,Tamil Nadu,PHC,Diagnostics,Unavailability of medicine,Low,No
CMP101299,2024-12-17,Karnataka,PHC,Surgery,Long wait time,High,Yes
CMP101300,2024-01-26,Bihar,Medical College Hospital,Pediatrics,Lack of communication,High,Yes
CMP101301,2024-11-06,West Bengal,District Hospital,Diagnostics,Lack of communication,High,No
CMP101302,2024-09-11,Bihar,CHC,Diagnostics,Rude staff,Low,Yes
CMP101303,2024-05-26,Maharashtra,District Hospital,Pharmacy,Unavailability of medicine,Medium,Yes
CMP101304,2024-04-27,West Bengal,PHC,Outpatient,Rude staff,Medium,No
CMP101305,2024-11-06,Rajasthan,CHC,Outpatient,Lack of communication,High,No
CMP101306,2024-06-29,Rajasthan,CHC,Diagnostics,Rude staff,Low,Yes
CMP101307,2024-04-22,Uttar Pradesh,PHC,Surgery,Unclean wards,Medium,No
CMP101308,2024-11-21,West Bengal,District Hospital,Emergency,Test delays,Low,Yes
CMP101309,2024-04-07,Rajasthan,District Hospital,Surgery,Unavailability of medicine,Low,Yes
CMP101310,2024-11-13,West Bengal,District Hospital,Diagnostics,Lack of communication,High,No
CMP101311,2024-05-08,Rajasthan,District Hospital,Pediatrics,Lack of communication,Medium,Yes
CMP101312,2024-12-13,Uttar Pradesh,Medical College Hospital,Maternity,Test delays,Medium,Yes
CMP101313,2024-12-03,Uttar Pradesh,CHC,Outpatient,Unclean wards,Medium,No
CMP101314,2024-12-14,Tamil Nadu,District Hospital,Maternity,Lack of communication,Low,Yes
CMP101315,2024-03-11,Tamil Nadu,PHC,Surgery,Long wait time,Medium,No
CMP101316,2024-11-17,Tamil Nadu,Medical College Hospital,Pharmacy,Unavailability of medicine,Low,No
CMP101317,2024-02-19,Karnataka,CHC,Diagnostics,Lack of communication,High,No
CMP101318,2024-11-17,Tamil Nadu,PHC,Surgery,Long wait time,Low,No
CMP101319,2024-11-26,Uttar Pradesh,Medical College Hospital,Surgery,Lack of communication,Medium,No
CMP101320,2024-01-21,West Bengal,CHC,Pharmacy,Lack of communication,Low,No
CMP101321,2024-06-07,Uttar Pradesh,PHC,Emergency,Unclean wards,Low,Yes
CMP101322,2024-08-13,West Bengal,CHC,Emergency,Unclean wards,High,No
CMP101323,2024-01-18,Bihar,Medical College Hospital,Surgery,Test delays,High,No
CMP101324,2024-10-23,Uttar Pradesh,District Hospital,Diagnostics,Unclean wards,High,Yes
CMP101325,2024-07-05,Tamil Nadu,Medical College Hospital,Maternity,Lack of communication,High,No
CMP101326,2024-03-08,Rajasthan,PHC,Pharmacy,Unavailability of medicine,Medium,No
CMP101327,2024-02-16,Tamil Nadu,District Hospital,Emergency,Test delays,Medium,No
CMP101328,2024-05-31,West Bengal,CHC,Surgery,Unclean wards,Medium,No
CMP101329,2024-06-16,Rajasthan,CHC,Diagnostics,Lack of communication,High,Yes
CMP101330,2024-07-31,Maharashtra,CHC,Maternity,Long wait time,Medium,No
CMP101331,2024-03-30,Karnataka,Medical College Hospital,Emergency,Lack of communication,Low,Yes
CMP101332,2024-04-12,Rajasthan,CHC,Outpatient,Rude staff,Medium,Yes
CMP101333,2024-03-08,Uttar Pradesh,CHC,Maternity,Test delays,Low,Yes
CMP101334,2024-10-03,Karnataka,CHC,Maternity,Unavailability of medicine,Low,Yes
CMP101335,2024-07-06,Uttar Pradesh,Medical College Hospital,Surgery,Billing issues,Medium,Yes
CMP101336,2024-09-28,Bihar,PHC,Pediatrics,Long wait time,Low,Yes
CMP101337,2024-09-13,Bihar,District Hospital,Pediatrics,Unavailability of medicine,High,Yes
CMP101338,2024-05-19,Rajasthan,CHC,Pediatrics,Unclean wards,Low,No
CMP101339,2024-03-25,West Bengal,Medical College Hospital,Pharmacy,Billing issues,Medium,No
CMP101340,2024-05-11,Karnataka,CHC,Diagnostics,Test delays,High,Yes
CMP101341,2024-09-03,Tamil Nadu,District Hospital,Surgery,Lack of communication,High,Yes
CMP101342,2024-05-31,Maharashtra,PHC,Emergency,Billing issues,Medium,Yes
CMP101343,2024-06-22,Uttar Pradesh,PHC,Surgery,Test delays,Medium,Yes
CMP101344,2024-02-28,Uttar Pradesh,CHC,Surgery,Unavailability of medicine,Medium,No
CMP101345,2024-08-27,West Bengal,District Hospital,Emergency,Unclean wards,Low,Yes
CMP101346,2024-02-08,Maharashtra,CHC,Outpatient,Test delays,Low,Yes
CMP101347,2024-03-13,Karnataka,PHC,Diagnostics,Long wait time,High,No
CMP101348,2024-04-25,Karnataka,Medical College Hospital,Maternity,Lack of communication,High,Yes
CMP101349,2024-12-12,West Bengal,Medical College Hospital,Maternity,Long wait time,Low,Yes
CMP101350,2024-12-11,Uttar Pradesh,Medical College Hospital,Maternity,Test delays,High,Yes
CMP101351,2024-07-22,Bihar,District Hospital,Maternity,Test delays,Medium,No
CMP101352,2024-10-12,Rajasthan,District Hospital,Emergency,Rude staff,Low,Yes
CMP101353,2024-07-06,Maharashtra,PHC,Maternity,Test delays,Medium,No
CMP101354,2024-02-16,Uttar Pradesh,District Hospital,Maternity,Unclean wards,Medium,No
CMP101355,2024-07-21,Bihar,PHC,Surgery,Lack of communication,Low,No
CMP101356,2024-01-08,Karnataka,PHC,Pediatrics,Test delays,Low,No
CMP101357,2024-05-15,Bihar,CHC,Surgery,Rude staff,Low,Yes
CMP101358,2024-10-01,Rajasthan,Medical College Hospital,Pharmacy,Long wait time,High,Yes
CMP101359,2024-03-04,Rajasthan,Medical College Hospital,Surgery,Unclean wards,Low,No
CMP101360,2024-08-20,West Bengal,PHC,Emergency,Rude staff,Low,Yes
CMP101361,2024-07-07,Rajasthan,District Hospital,Pharmacy,Test delays,Medium,Yes
CMP101362,2024-12-10,Tamil Nadu,PHC,Surgery,Unavailability of medicine,Low,No
CMP101363,2024-12-10,Uttar Pradesh,Medical College Hospital,Pediatrics,Unavailability of medicine,High,Yes
CMP101364,2024-05-14,Maharashtra,CHC,Emergency,Billing issues,High,No
CMP101365,2024-10-26,Bihar,Medical College Hospital,Diagnostics,Long wait time,Medium,No
CMP101366,2024-07-14,Karnataka,PHC,Diagnostics,Long wait time,Low,Yes
CMP101367,2024-11-22,Bihar,PHC,Surgery,Rude staff,Low,Yes
CMP101368,2024-07-09,Karnataka,Medical College Hospital,Diagnostics,Rude staff,High,No
CMP101369,2024-02-25,Rajasthan,Medical College Hospital,Surgery,Billing issues,Low,No
CMP101370,2024-12-11,Rajasthan,District Hospital,Maternity,Test delays,High,No
CMP101371,2024-04-29,Tamil Nadu,CHC,Pharmacy,Lack of communication,Medium,No
CMP101372,2024-08-29,West Bengal,Medical College Hospital,Diagnostics,Lack of communication,Low,No
CMP101373,2024-01-13,Karnataka,CHC,Pharmacy,Test delays,Medium,Yes
CMP101374,2024-11-13,Maharashtra,CHC,Pediatrics,Lack of communication,Medium,Yes
CMP101375,2024-10-14,Tamil Nadu,District Hospital,Pharmacy,Rude staff,Low,No
CMP101376,2024-06-16,Rajasthan,PHC,Pharmacy,Lack of communication,Low,No
CMP101377,2024-11-08,West Bengal,CHC,Outpatient,Billing issues,High,Yes
CMP101378,2024-04-23,Bihar,CHC,Emergency,Test delays,Low,No
CMP101379,2024-11-27,Rajasthan,CHC,Maternity,Unclean wards,High,Yes
CMP101380,2024-02-02,West Bengal,CHC,Surgery,Lack of communication,High,Yes
CMP101381,2024-11-21,West Bengal,PHC,Maternity,Unavailability of medicine,Low,Yes
CMP101382,2024-08-25,Uttar Pradesh,District Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP101383,2024-12-24,Karnataka,CHC,Maternity,Unclean wards,High,No
CMP101384,2024-06-03,West Bengal,Medical College Hospital,Pediatrics,Lack of communication,Low,Yes
CMP101385,2024-11-28,Maharashtra,PHC,Surgery,Test delays,High,Yes
CMP101386,2024-07-28,Uttar Pradesh,District Hospital,Pharmacy,Rude staff,High,Yes
CMP101387,2024-02-29,Uttar Pradesh,Medical College Hospital,Emergency,Unavailability of medicine,High,Yes
CMP101388,2024-03-12,Tamil Nadu,Medical College Hospital,Maternity,Rude staff,High,No
CMP101389,2024-01-24,Bihar,Medical College Hospital,Diagnostics,Test delays,High,No
CMP101390,2024-01-20,Rajasthan,CHC,Surgery,Billing issues,High,Yes
CMP101391,2024-06-04,Uttar Pradesh,CHC,Outpatient,Lack of communication,Low,No
CMP101392,2024-09-09,Maharashtra,Medical College Hospital,Surgery,Unavailability of medicine,Medium,Yes
CMP101393,2024-02-29,Karnataka,District Hospital,Emergency,Lack of communication,High,No
CMP101394,2024-02-19,Rajasthan,CHC,Maternity,Unavailability of medicine,Medium,Yes
CMP101395,2024-04-30,Karnataka,District Hospital,Pharmacy,Rude staff,Medium,No
CMP101396,2024-10-02,Karnataka,CHC,Pediatrics,Long wait time,Low,No
CMP101397,2024-03-10,Tamil Nadu,CHC,Maternity,Unclean wards,High,No
CMP101398,2024-07-17,Rajasthan,CHC,Surgery,Unavailability of medicine,Low,Yes
CMP101399,2024-08-20,Maharashtra,District Hospital,Emergency,Rude staff,Low,Yes
CMP101400,2024-07-08,Uttar Pradesh,CHC,Pharmacy,Unclean wards,Medium,Yes
CMP101401,2024-12-09,West Bengal,District Hospital,Diagnostics,Unclean wards,Low,Yes
CMP101402,2024-12-22,Maharashtra,CHC,Emergency,Lack of communication,Low,No
CMP101403,2024-10-03,Rajasthan,PHC,Outpatient,Billing issues,Medium,No
CMP101404,2024-08-02,Tamil Nadu,CHC,Surgery,Rude staff,Low,No
CMP101405,2024-10-27,Tamil Nadu,Medical College Hospital,Emergency,Long wait time,Low,Yes
CMP101406,2024-03-20,Bihar,District Hospital,Pediatrics,Long wait time,Low,No
CMP101407,2024-07-31,Maharashtra,PHC,Pediatrics,Billing issues,Low,Yes
CMP101408,2024-12-01,Karnataka,District Hospital,Pharmacy,Test delays,Medium,Yes
CMP101409,2024-02-20,Tamil Nadu,CHC,Pharmacy,Billing issues,Low,No
CMP101410,2024-09-07,Tamil Nadu,Medical College Hospital,Outpatient,Test delays,Low,No
CMP101411,2024-11-11,Bihar,Medical College Hospital,Surgery,Rude staff,Medium,Yes
CMP101412,2024-07-27,West Bengal,Medical College Hospital,Pharmacy,Long wait time,Low,No
CMP101413,2024-05-23,Karnataka,CHC,Pharmacy,Unclean wards,High,Yes
CMP101414,2024-01-17,West Bengal,CHC,Pediatrics,Rude staff,High,Yes
CMP101415,2024-12-19,Tamil Nadu,Medical College Hospital,Pharmacy,Unavailability of medicine,Low,No
CMP101416,2024-07-08,Uttar Pradesh,CHC,Emergency,Test delays,Low,Yes
CMP101417,2024-04-21,Rajasthan,CHC,Maternity,Lack of communication,Low,Yes
CMP101418,2024-08-15,Karnataka,PHC,Emergency,Rude staff,High,Yes
CMP101419,2024-08-15,Maharashtra,CHC,Surgery,Long wait time,Low,Yes
CMP101420,2024-04-30,Rajasthan,PHC,Outpatient,Unclean wards,High,No
CMP101421,2024-07-04,Bihar,Medical College Hospital,Surgery,Billing issues,Low,Yes
CMP101422,2024-02-20,West Bengal,District Hospital,Maternity,Unclean wards,Low,No
CMP101423,2024-12-17,Uttar Pradesh,CHC,Outpatient,Billing issues,Medium,Yes
CMP101424,2024-07-07,Uttar Pradesh,Medical College Hospital,Maternity,Unavailability of medicine,High,No
CMP101425,2024-10-05,Maharashtra,Medical College Hospital,Diagnostics,Rude staff,Low,No
CMP101426,2024-11-26,Bihar,CHC,Pharmacy,Long wait time,Medium,No
CMP101427,2024-07-02,Tamil Nadu,District Hospital,Pediatrics,Unavailability of medicine,Medium,No
CMP101428,2024-02-01,West Bengal,District Hospital,Outpatient,Rude staff,High,Yes
CMP101429,2024-07-22,Rajasthan,CHC,Pharmacy,Billing issues,High,Yes
CMP101430,2024-05-21,West Bengal,Medical College Hospital,Pediatrics,Long wait time,Low,No
CMP101431,2024-04-07,Bihar,CHC,Maternity,Long wait time,High,No
CMP101432,2024-03-03,West Bengal,District Hospital,Outpatient,Test delays,Low,Yes
CMP101433,2024-08-20,Tamil Nadu,CHC,Diagnostics,Billing issues,High,Yes
CMP101434,2024-02-16,Maharashtra,Medical College Hospital,Outpatient,Unclean wards,Medium,No
CMP101435,2024-12-05,Maharashtra,District Hospital,Pediatrics,Lack of communication,Medium,No
CMP101436,2024-04-18,Uttar Pradesh,District Hospital,Surgery,Unclean wards,Low,No
CMP101437,2024-11-24,Uttar Pradesh,District Hospital,Pediatrics,Lack of communication,Low,Yes
CMP101438,2024-11-23,Uttar Pradesh,Medical College Hospital,Emergency,Test delays,Low,No
CMP101439,2024-11-01,Maharashtra,CHC,Pharmacy,Unclean wards,Low,No
CMP101440,2024-01-11,Tamil Nadu,District Hospital,Emergency,Long wait time,Medium,No
CMP101441,2024-01-26,Maharashtra,Medical College Hospital,Outpatient,Rude staff,Medium,Yes
CMP101442,2024-06-19,Rajasthan,Medical College Hospital,Surgery,Test delays,Low,Yes
CMP101443,2024-05-04,Maharashtra,PHC,Pediatrics,Rude staff,Low,No
CMP101444,2024-03-05,Uttar Pradesh,District Hospital,Outpatient,Rude staff,Medium,No
CMP101445,2024-10-16,Bihar,Medical College Hospital,Pediatrics,Lack of communication,High,Yes
CMP101446,2024-04-15,Uttar Pradesh,CHC,Diagnostics,Lack of communication,Medium,No
CMP101447,2024-02-05,Bihar,Medical College Hospital,Pediatrics,Lack of communication,Low,Yes
CMP101448,2024-10-10,Tamil Nadu,Medical College Hospital,Diagnostics,Unavailability of medicine,Medium,No
CMP101449,2024-04-16,Tamil Nadu,PHC,Pediatrics,Unavailability of medicine,Low,Yes
CMP101450,2024-10-27,Karnataka,District Hospital,Diagnostics,Test delays,Medium,No
CMP101451,2024-04-20,Karnataka,Medical College Hospital,Outpatient,Unclean wards,Low,No
CMP101452,2024-04-29,Karnataka,CHC,Maternity,Unclean wards,Low,No
CMP101453,2024-06-17,Tamil Nadu,PHC,Diagnostics,Rude staff,High,Yes
CMP101454,2024-03-16,Uttar Pradesh,Medical College Hospital,Maternity,Unclean wards,Medium,Yes
CMP101455,2024-11-01,Uttar Pradesh,CHC,Maternity,Lack of communication,High,Yes
CMP101456,2024-01-02,Uttar Pradesh,District Hospital,Outpatient,Rude staff,High,Yes
CMP101457,2024-05-21,Maharashtra,PHC,Outpatient,Billing issues,Medium,Yes
CMP101458,2024-03-15,Karnataka,Medical College Hospital,Surgery,Rude staff,Low,Yes
CMP101459,2024-03-07,Uttar Pradesh,PHC,Maternity,Lack of communication,Low,Yes
CMP101460,2024-10-03,Karnataka,CHC,Pediatrics,Unavailability of medicine,Low,Yes
CMP101461,2024-05-08,Karnataka,District Hospital,Pharmacy,Test delays,Medium,No
CMP101462,2024-03-30,Rajasthan,District Hospital,Emergency,Test delays,Medium,Yes
CMP101463,2024-02-26,Maharashtra,District Hospital,Maternity,Rude staff,High,Yes
CMP101464,2024-12-04,Rajasthan,District Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP101465,2024-01-14,Tamil Nadu,Medical College Hospital,Pediatrics,Rude staff,Low,No
CMP101466,2024-03-08,Uttar Pradesh,CHC,Pediatrics,Unclean wards,High,Yes
CMP101467,2024-01-08,Maharashtra,PHC,Emergency,Lack of communication,High,No
CMP101468,2024-07-02,Tamil Nadu,Medical College Hospital,Emergency,Rude staff,High,No
CMP101469,2024-05-01,Tamil Nadu,PHC,Outpatient,Long wait time,Low,No
CMP101470,2024-10-28,Rajasthan,District Hospital,Diagnostics,Unavailability of medicine,Medium,Yes
CMP101471,2024-06-14,Uttar Pradesh,CHC,Diagnostics,Unavailability of medicine,Low,Yes
CMP101472,2024-01-09,West Bengal,Medical College Hospital,Diagnostics,Rude staff,High,No
CMP101473,2024-03-30,Karnataka,PHC,Pharmacy,Billing issues,Medium,No
CMP101474,2024-05-15,Bihar,PHC,Diagnostics,Unclean wards,High,Yes
CMP101475,2024-01-27,Karnataka,Medical College Hospital,Maternity,Rude staff,High,Yes
CMP101476,2024-03-05,Karnataka,PHC,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101477,2024-08-03,Bihar,PHC,Surgery,Billing issues,High,No
CMP101478,2024-09-26,West Bengal,Medical College Hospital,Outpatient,Test delays,High,No
CMP101479,2024-02-28,Tamil Nadu,CHC,Diagnostics,Test delays,Low,No
CMP101480,2024-02-02,Bihar,Medical College Hospital,Maternity,Unclean wards,Medium,Yes
CMP101481,2024-08-31,Bihar,Medical College Hospital,Maternity,Long wait time,Low,Yes
CMP101482,2024-08-17,Maharashtra,CHC,Diagnostics,Long wait time,High,Yes
CMP101483,2024-07-04,Maharashtra,PHC,Diagnostics,Unclean wards,High,No
CMP101484,2024-09-19,Maharashtra,Medical College Hospital,Pharmacy,Rude staff,Medium,No
CMP101485,2024-10-30,Tamil Nadu,PHC,Outpatient,Lack of communication,High,Yes
CMP101486,2024-02-25,Bihar,PHC,Surgery,Unavailability of medicine,Medium,Yes
CMP101487,2024-08-19,Uttar Pradesh,PHC,Pediatrics,Test delays,Low,No
CMP101488,2024-09-14,Bihar,Medical College Hospital,Diagnostics,Unclean wards,Medium,Yes
CMP101489,2024-04-23,Tamil Nadu,CHC,Emergency,Test delays,Low,Yes
CMP101490,2024-11-10,Maharashtra,District Hospital,Pharmacy,Rude staff,High,Yes
CMP101491,2024-01-23,Tamil Nadu,CHC,Pediatrics,Test delays,High,No
CMP101492,2024-12-03,Maharashtra,Medical College Hospital,Diagnostics,Unclean wards,Medium,No
CMP101493,2024-09-23,Tamil Nadu,CHC,Diagnostics,Test delays,Medium,Yes
CMP101494,2024-06-03,Rajasthan,District Hospital,Maternity,Unclean wards,High,Yes
CMP101495,2024-08-22,Uttar Pradesh,CHC,Pharmacy,Test delays,High,No
CMP101496,2024-11-25,Maharashtra,Medical College Hospital,Surgery,Billing issues,High,No
CMP101497,2024-01-16,Maharashtra,PHC,Maternity,Unavailability of medicine,Low,No
CMP101498,2024-02-01,Bihar,District Hospital,Emergency,Long wait time,High,Yes
CMP101499,2024-09-02,West Bengal,CHC,Emergency,Long wait time,High,Yes
CMP101500,2024-07-24,West Bengal,Medical College Hospital,Surgery,Billing issues,High,No
CMP101501,2024-08-06,Tamil Nadu,District Hospital,Maternity,Long wait time,Low,Yes
CMP101502,2024-12-17,Karnataka,District Hospital,Pharmacy,Long wait time,Low,Yes
CMP101503,2024-02-25,Karnataka,CHC,Pediatrics,Unavailability of medicine,Low,Yes
CMP101504,2024-09-08,Bihar,Medical College Hospital,Diagnostics,Rude staff,High,No
CMP101505,2024-12-30,Tamil Nadu,Medical College Hospital,Surgery,Unclean wards,Low,No
CMP101506,2024-08-15,Uttar Pradesh,District Hospital,Maternity,Unavailability of medicine,Medium,Yes
CMP101507,2024-02-07,Bihar,District Hospital,Pediatrics,Billing issues,Low,No
CMP101508,2024-02-11,Maharashtra,PHC,Pharmacy,Test delays,High,Yes
CMP101509,2024-06-13,Uttar Pradesh,CHC,Pharmacy,Lack of communication,Medium,No
CMP101510,2024-11-07,Tamil Nadu,PHC,Pharmacy,Billing issues,Low,Yes
CMP101511,2024-03-16,Maharashtra,District Hospital,Pharmacy,Test delays,High,Yes
CMP101512,2024-02-03,Rajasthan,District Hospital,Pediatrics,Test delays,Low,Yes
CMP101513,2024-03-05,Karnataka,Medical College Hospital,Emergency,Lack of communication,Low,No
CMP101514,2024-05-20,Tamil Nadu,Medical College Hospital,Pharmacy,Long wait time,Low,Yes
CMP101515,2024-11-15,Rajasthan,PHC,Maternity,Long wait time,Medium,Yes
CMP101516,2024-11-20,Rajasthan,District Hospital,Surgery,Unavailability of medicine,Medium,Yes
CMP101517,2024-10-26,Maharashtra,CHC,Diagnostics,Billing issues,Medium,Yes
CMP101518,2024-10-07,Tamil Nadu,Medical College Hospital,Diagnostics,Billing issues,Low,Yes
CMP101519,2024-12-30,Maharashtra,Medical College Hospital,Pediatrics,Unclean wards,Low,No
CMP101520,2024-06-15,Tamil Nadu,District Hospital,Maternity,Unavailability of medicine,Medium,No
CMP101521,2024-07-14,Rajasthan,CHC,Maternity,Unclean wards,Low,No
CMP101522,2024-11-01,Rajasthan,PHC,Outpatient,Test delays,High,No
CMP101523,2024-09-28,Rajasthan,CHC,Maternity,Unavailability of medicine,Low,No
CMP101524,2024-05-30,West Bengal,District Hospital,Maternity,Rude staff,Low,No
CMP101525,2024-08-20,Karnataka,CHC,Surgery,Billing issues,High,No
CMP101526,2024-09-15,Bihar,CHC,Pediatrics,Long wait time,High,No
CMP101527,2024-11-05,Maharashtra,District Hospital,Outpatient,Billing issues,Medium,No
CMP101528,2024-08-08,Maharashtra,PHC,Surgery,Rude staff,High,No
CMP101529,2024-02-20,Karnataka,CHC,Pharmacy,Unavailability of medicine,Medium,Yes
CMP101530,2024-12-25,West Bengal,District Hospital,Maternity,Rude staff,Low,No
CMP101531,2024-02-28,Bihar,CHC,Maternity,Billing issues,Medium,No
CMP101532,2024-12-01,Tamil Nadu,District Hospital,Outpatient,Unclean wards,Medium,No
CMP101533,2024-11-29,Maharashtra,PHC,Pharmacy,Unavailability of medicine,High,No
CMP101534,2024-10-09,Bihar,Medical College Hospital,Surgery,Unclean wards,Low,Yes
CMP101535,2024-04-20,Tamil Nadu,PHC,Emergency,Rude staff,High,No
CMP101536,2024-08-08,Maharashtra,Medical College Hospital,Maternity,Long wait time,Medium,Yes
CMP101537,2024-08-19,Maharashtra,Medical College Hospital,Emergency,Unavailability of medicine,High,Yes
CMP101538,2024-04-26,West Bengal,CHC,Pediatrics,Test delays,Medium,No
CMP101539,2024-07-30,West Bengal,District Hospital,Emergency,Billing issues,Low,Yes
CMP101540,2024-06-22,West Bengal,District Hospital,Emergency,Unclean wards,Low,Yes
CMP101541,2024-08-20,Tamil Nadu,District Hospital,Diagnostics,Rude staff,High,No
CMP101542,2024-07-23,Karnataka,PHC,Emergency,Unavailability of medicine,Medium,No
CMP101543,2024-07-31,Rajasthan,PHC,Surgery,Long wait time,Medium,Yes
CMP101544,2024-02-18,Bihar,PHC,Emergency,Unavailability of medicine,Low,Yes
CMP101545,2024-06-09,Maharashtra,PHC,Maternity,Long wait time,Low,No
CMP101546,2024-08-06,Tamil Nadu,CHC,Diagnostics,Rude staff,High,No
CMP101547,2024-06-09,Maharashtra,CHC,Pharmacy,Unclean wards,Low,Yes
CMP101548,2024-12-06,Rajasthan,Medical College Hospital,Outpatient,Lack of communication,High,Yes
CMP101549,2024-05-10,Rajasthan,Medical College Hospital,Maternity,Lack of communication,Low,Yes
CMP101550,2024-07-10,Tamil Nadu,District Hospital,Pharmacy,Unavailability of medicine,High,No
CMP101551,2024-03-19,Maharashtra,PHC,Pharmacy,Test delays,High,Yes
CMP101552,2024-12-17,Uttar Pradesh,CHC,Outpatient,Unavailability of medicine,High,No
CMP101553,2024-08-30,Karnataka,Medical College Hospital,Emergency,Unclean wards,Low,No
CMP101554,2024-02-04,Bihar,District Hospital,Emergency,Unavailability of medicine,High,Yes
CMP101555,2024-02-16,Karnataka,District Hospital,Surgery,Unavailability of medicine,Medium,No
CMP101556,2024-02-13,Karnataka,PHC,Emergency,Billing issues,High,No
CMP101557,2024-02-17,Bihar,PHC,Emergency,Lack of communication,Medium,No
CMP101558,2024-08-09,West Bengal,District Hospital,Surgery,Lack of communication,Low,No
CMP101559,2024-02-19,Rajasthan,PHC,Maternity,Unavailability of medicine,Medium,No
CMP101560,2024-07-09,Karnataka,PHC,Pediatrics,Billing issues,High,No
